match_id,queue_id,win,champion,role,game_duration,kills_total,deaths_total,assists_total,lane_minions,jungle_minions,vision_score,wards_placed,wards_killed,control_wards_placed,turret_plates,vision_advantage,control_ward_coverage,early_roam_kills,aces_before_15,first_blood,first_tower,first_dragon,first_rift_herald,void_grubs,min15_kills,min15_deaths,min15_assists,min15_wards_placed,min15_wards_killed,min15_control_wards,min15_gold,min15_cs,min15_gold_diff,min15_cs_diff,min15_xp_diff
LA2_1526228682,440,1,Thresh,UTILITY,33.65,1,5,13,47,0,90,38,10,4,1,0.0228774547576904,0.4435440218160356,0,0,0,0,0,0,3,1.0,2.0,0.0,10.0,2.0,1.0,3554.0,32.0,-412.0,13.0,-557.0
LA2_1504950555,420,1,Trundle,TOP,24.78,3,5,1,195,4,19,10,2,2,5,0.5492030382156372,0.6166762884248588,0,0,0,1,1,1,0,1.0,2.0,0.0,6.0,0.0,2.0,5911.0,119.0,1052.0,17.0,-305.0
LA2_1516760891,420,1,Jhin,BOTTOM,30.05,6,3,5,181,20,19,11,2,2,3,0.908393621444702,0.0692432067652096,0,0,0,1,0,1,3,3.0,1.0,2.0,11.0,0.0,1.0,5644.0,107.0,1274.0,8.0,-118.0
LA2_1526824514,440,0,Ezreal,BOTTOM,39.52,12,6,12,261,4,19,16,2,3,0,-0.0376666784286499,0.2652907857115181,0,0,1,0,0,1,3,0.0,0.0,0.0,4.0,1.0,0.0,4784.0,126.0,-393.0,-14.0,63.0
LA2_1522282586,420,1,Trundle,JUNGLE,31.88,8,5,14,22,150,29,10,4,10,0,-0.1490726470947265,0.695658081664206,0,0,0,1,0,1,0,4.0,3.0,2.0,2.0,3.0,2.0,5930.0,86.0,-10.0,-4.0,-601.0
LA2_1518902960,420,0,Shyvana,JUNGLE,25.05,2,10,5,45,145,15,2,3,1,0,-0.1374873518943786,0.343060488912319,0,0,0,0,1,0,3,1.0,5.0,5.0,1.0,2.0,0.0,5694.0,121.0,-1769.0,15.0,-140.0
LA2_1553716300,420,1,Elise,UTILITY,26.95,11,4,5,59,8,52,18,11,1,5,-0.1778075695037841,0.501276765185325,0,0,1,1,1,1,3,6.0,2.0,3.0,7.0,5.0,1.0,6676.0,39.0,2621.0,21.0,1093.0
LA2_1504907746,440,0,Smolder,BOTTOM,28.22,1,6,5,192,8,18,10,4,0,0,1.109113693237305,0.0,0,0,0,0,0,0,2,0.0,3.0,0.0,5.0,2.0,0.0,4119.0,97.0,-2386.0,-41.0,-1839.0
LA2_1505851529,420,0,KSante,UTILITY,27.05,8,8,2,67,0,26,10,4,1,2,-0.5538649559020996,0.2946241812330652,1,0,0,1,0,0,3,5.0,4.0,1.0,7.0,2.0,0.0,5453.0,35.0,565.0,23.0,-523.0
LA2_1526287244,440,1,Thresh,UTILITY,26.58,3,0,15,20,0,59,29,1,6,3,0.5497164726257324,0.4426088923349382,0,0,0,1,1,1,3,0.0,0.0,5.0,11.0,1.0,3.0,3704.0,19.0,403.0,-1.0,-596.0
LA2_1524893343,440,1,Vayne,BOTTOM,39.75,21,6,6,208,44,42,16,10,2,0,0.3018484115600586,0.0,0,0,0,0,0,1,3,6.0,3.0,1.0,7.0,3.0,2.0,6406.0,92.0,675.0,-2.0,216.0
LA2_1526421321,440,1,Thresh,UTILITY,35.37,3,4,20,38,0,102,40,14,9,0,0.3868290185928345,0.8616367580805763,0,0,1,1,0,0,3,2.0,1.0,3.0,14.0,6.0,5.0,4108.0,23.0,171.0,-6.0,-281.0
LA2_1526653992,440,1,Sejuani,JUNGLE,36.55,3,3,9,19,189,55,9,10,9,0,0.1764050722122192,0.6307231773781992,0,0,0,1,1,1,3,1.0,2.0,3.0,2.0,4.0,2.0,4931.0,86.0,-452.0,-2.0,-437.0
LA2_1500583802,440,1,JarvanIV,JUNGLE,28.9,9,2,21,23,151,32,7,4,7,0,0.2547049522399902,0.7464641392141316,0,0,1,1,1,1,6,1.0,2.0,9.0,3.0,3.0,3.0,5510.0,90.0,25.0,5.0,343.0
LA2_1526585462,440,1,Sejuani,JUNGLE,33.37,10,5,19,25,144,46,7,11,7,0,0.4727493524551391,0.8218164885772147,0,0,1,1,1,1,3,3.0,1.0,6.0,2.0,1.0,2.0,5776.0,91.0,-1299.0,-10.0,255.0
LA2_1526130281,440,1,Sejuani,JUNGLE,30.2,6,4,15,12,117,26,7,3,7,0,-0.2755599021911621,0.7171828916669184,0,0,0,0,0,0,0,3.0,2.0,1.0,3.0,1.0,3.0,5637.0,67.0,539.0,-18.0,-434.0
LA2_1525550636,440,0,Leona,UTILITY,18.85,0,3,10,24,0,31,17,3,2,0,-0.3391432762145996,0.6831188918222674,0,0,1,1,1,0,0,0.0,2.0,7.0,13.0,3.0,2.0,3973.0,23.0,-552.0,11.0,183.0
LA2_1526453461,440,1,Sejuani,JUNGLE,31.45,4,0,13,22,169,31,6,6,6,0,0.1595261096954345,0.7445524212457695,0,0,0,0,0,1,3,1.0,0.0,4.0,2.0,3.0,2.0,5221.0,90.0,559.0,-6.0,-343.0
LA2_1504933509,420,0,Trundle,TOP,28.32,2,10,3,153,0,21,11,1,2,0,-0.0162292122840881,0.6668649886957663,0,0,1,0,0,0,1,0.0,5.0,1.0,6.0,1.0,1.0,3527.0,52.0,-3599.0,-75.0,-3143.0
LA2_1526725617,440,0,Sejuani,JUNGLE,32.13,4,4,17,46,140,22,3,7,3,0,-0.2157554626464843,0.3005589437256622,0,0,0,0,0,1,1,1.0,1.0,3.0,0.0,2.0,0.0,4958.0,86.0,-469.0,-15.0,-418.0
LA2_1505860465,420,1,KSante,UTILITY,32.35,2,11,10,57,4,48,15,6,2,4,-0.3984697461128235,0.5533564524193133,0,0,1,1,1,1,3,1.0,5.0,3.0,4.0,1.0,1.0,4472.0,36.0,-526.0,18.0,761.0
LA2_1526102322,440,0,Braum,UTILITY,30.05,2,6,22,19,0,80,39,4,9,1,-0.0385558605194091,0.7023041193192607,0,0,0,0,1,1,0,0.0,3.0,6.0,13.0,1.0,3.0,3956.0,14.0,-369.0,4.0,801.0
LA2_1526856006,440,1,Sejuani,JUNGLE,18.55,0,1,10,2,110,20,5,1,5,0,0.212471604347229,0.7367315063309511,0,0,1,1,1,0,3,0.0,0.0,6.0,4.0,1.0,4.0,5161.0,100.0,221.0,8.0,631.0
LA2_1524372113,440,0,Trundle,JUNGLE,20.12,5,6,4,35,88,12,2,2,2,0,0.375874400138855,0.5880148856335481,0,0,0,0,0,0,0,4.0,4.0,4.0,2.0,2.0,2.0,6136.0,93.0,1121.0,8.0,-117.0
LA2_1525357334,440,0,Jax,TOP,21.67,0,6,0,82,0,14,7,2,0,0,0.6026068925857544,0.0,0,0,0,0,0,0,3,0.0,4.0,0.0,6.0,1.0,0.0,3273.0,52.0,-3686.0,-69.0,-2625.0
LA2_1518601393,420,1,Tristana,BOTTOM,33.4,9,4,8,208,21,29,13,6,3,3,0.4011276960372925,0.1964313130865354,0,0,0,1,0,1,3,2.0,3.0,1.0,6.0,2.0,1.0,5844.0,116.0,23.0,12.0,564.0
LA2_1526001290,440,1,Ezreal,BOTTOM,32.13,18,4,10,194,12,14,6,5,0,0,-0.2777424454689026,0.0,1,0,1,1,1,1,3,3.0,3.0,3.0,2.0,1.0,0.0,5189.0,85.0,-2661.0,-40.0,-850.0
LA2_1505748433,420,0,Ryze,MIDDLE,29.15,2,14,2,170,0,16,9,1,1,1,-0.1947022080421447,0.7141303767554035,0,0,0,0,0,0,2,1.0,7.0,1.0,4.0,1.0,1.0,4449.0,74.0,-2063.0,-16.0,-2720.0
LA2_1524690220,440,0,Ezreal,BOTTOM,34.28,4,4,10,221,4,23,13,1,1,1,0.0105972290039062,0.0,0,0,1,0,1,1,0,1.0,0.0,3.0,6.0,0.0,1.0,5258.0,119.0,806.0,19.0,77.0
LA2_1525941929,440,0,Thresh,UTILITY,33.72,2,6,11,34,0,78,33,10,7,0,0.1354279518127441,0.7226594936865423,0,0,1,0,1,0,0,2.0,1.0,7.0,8.0,1.0,2.0,4601.0,21.0,94.0,13.0,925.0
LA2_1524358072,440,0,Smolder,BOTTOM,31.18,1,5,5,210,15,16,12,2,3,1,-0.0835839509963989,0.0,0,0,1,0,0,0,0,1.0,0.0,2.0,5.0,0.0,1.0,5121.0,112.0,929.0,16.0,807.0
LA2_1526245763,440,0,Sejuani,JUNGLE,30.33,1,6,10,10,149,22,5,2,5,0,-0.1956892013549804,0.5134034496452281,0,0,0,1,0,1,3,0.0,1.0,3.0,3.0,1.0,3.0,4577.0,80.0,-32.0,-7.0,49.0
LA2_1524790724,440,0,Trundle,JUNGLE,26.53,4,7,8,22,101,25,3,8,3,0,0.8949159383773804,0.0450183973240858,0,0,0,0,1,0,1,2.0,2.0,2.0,0.0,3.0,0.0,4964.0,84.0,-323.0,-10.0,-583.0
LA2_1524724678,440,1,Trundle,JUNGLE,26.85,4,1,5,37,148,28,5,6,5,5,0.1516327857971191,0.5502280741673902,0,0,1,1,1,1,2,2.0,1.0,0.0,1.0,2.0,1.0,5915.0,92.0,1076.0,-4.0,-304.0
LA2_1526702600,440,1,Ezreal,BOTTOM,33.73,4,1,9,235,16,30,13,8,2,0,-0.0566496849060058,0.0,0,0,0,0,1,0,3,1.0,1.0,0.0,4.0,0.0,0.0,4547.0,98.0,-1764.0,-58.0,-747.0
LA2_1552560398,440,0,Ezreal,BOTTOM,20.65,1,6,2,120,0,13,6,0,1,0,0.3830523490905761,0.6061707324721174,0,0,0,0,1,0,0,0.0,3.0,0.0,5.0,0.0,1.0,3925.0,86.0,-3899.0,-47.0,-1573.0
LA2_1500573198,440,0,Illaoi,TOP,40.08,15,5,5,274,4,46,17,5,3,3,1.001690149307251,0.7984584292113879,0,0,0,1,0,1,3,5.0,0.0,0.0,52.0,1.0,1.0,6618.0,105.0,2267.0,10.0,2194.0
LA2_1526276277,440,0,Thresh,UTILITY,28.63,1,3,6,23,0,67,39,6,7,0,0.2763040065765381,0.7676155142389762,0,0,1,1,1,0,1,1.0,0.0,3.0,12.0,2.0,2.0,3743.0,19.0,111.0,-1.0,348.0
LA2_1524342205,440,0,Vayne,BOTTOM,28.93,6,2,2,190,4,22,11,4,1,1,0.2005727291107177,0.0,0,0,0,0,0,0,2,2.0,0.0,1.0,5.0,1.0,0.0,5232.0,104.0,-90.0,-34.0,89.0
LA2_1516533212,420,0,Jhin,BOTTOM,31.98,7,6,4,175,0,22,12,5,3,0,0.2459763288497924,0.0,0,0,1,0,1,0,0,4.0,1.0,2.0,16.0,2.0,1.0,5474.0,89.0,861.0,-3.0,-524.0
LA2_1501002562,440,1,Sejuani,JUNGLE,27.47,4,2,16,21,125,30,7,2,7,0,1.374539136886597,0.8010717644682092,0,0,1,1,1,1,6,3.0,0.0,7.0,4.0,1.0,4.0,5898.0,89.0,1796.0,9.0,247.0
LA2_1505811838,420,0,Smolder,BOTTOM,24.8,1,9,2,116,0,9,6,0,0,0,-0.3623151183128357,0.0,0,0,1,0,1,0,0,1.0,5.0,0.0,4.0,0.0,0.0,3881.0,77.0,-1920.0,-28.0,-1025.0
LA2_1527015279,440,0,Thresh,UTILITY,16.82,1,5,4,22,0,23,11,2,2,0,-0.3077911138534546,0.3087215670136629,0,0,0,0,0,0,1,1.0,4.0,4.0,10.0,2.0,2.0,3926.0,22.0,-643.0,6.0,-84.0
LA2_1509278532,420,1,Smolder,BOTTOM,26.83,7,4,10,175,12,17,9,3,3,3,-0.1373403072357177,0.2694919000709518,0,0,1,0,1,1,0,2.0,2.0,3.0,4.0,0.0,2.0,5443.0,103.0,-110.0,-16.0,-27.0
LA2_1527057376,440,1,Ezreal,BOTTOM,28.45,6,2,4,218,8,19,13,1,4,2,-0.1803987026214599,0.354788343925659,0,0,0,1,0,1,2,2.0,1.0,0.0,5.0,0.0,0.0,5200.0,118.0,821.0,21.0,941.0
LA2_1554274045,420,1,Thresh,UTILITY,33.37,3,3,23,26,0,82,36,10,4,4,0.0264391899108886,0.0521542391705764,0,0,0,1,1,1,2,0.0,0.0,8.0,11.0,4.0,2.0,4416.0,19.0,940.0,-10.0,63.0
LA2_1525338614,440,0,Vayne,BOTTOM,29.52,1,4,4,158,14,20,10,4,2,0,-0.259257972240448,0.058305487829351,0,0,0,0,0,1,3,0.0,2.0,2.0,4.0,2.0,0.0,3835.0,72.0,-1762.0,-48.0,-846.0
LA2_1525370147,440,0,Trundle,JUNGLE,20.5,1,2,1,12,106,12,1,5,1,0,-0.3642674088478088,0.6684956159349471,0,0,1,0,1,0,2,1.0,2.0,1.0,1.0,2.0,1.0,4501.0,83.0,-517.0,1.0,-385.0
LA2_1500876964,440,1,Sejuani,JUNGLE,26.85,4,2,15,29,125,30,7,4,7,0,1.2886338233947754,0.6522217787318173,0,0,1,1,1,1,2,4.0,0.0,5.0,4.0,3.0,4.0,5991.0,87.0,2096.0,13.0,1207.0
LA2_1526952102,440,1,Leona,UTILITY,28.07,2,0,22,26,2,63,25,4,7,1,0.343507170677185,0.5156553091780777,0,0,1,1,0,1,3,1.0,0.0,6.0,8.0,3.0,2.0,4229.0,24.0,793.0,-2.0,585.0
LA2_1520060787,420,0,Trundle,JUNGLE,32.23,4,8,11,28,132,21,5,4,5,0,-0.6187371015548706,0.7415100610616959,0,0,0,0,1,0,1,1.0,3.0,4.0,2.0,1.0,2.0,4890.0,73.0,-666.0,-18.0,-803.0
LA2_1554458121,420,1,Thresh,UTILITY,25.88,5,2,25,23,0,50,19,5,4,0,0.375485897064209,0.8004844805636401,1,0,1,1,1,1,1,3.0,1.0,12.0,11.0,2.0,2.0,4884.0,15.0,1491.0,1.0,885.0
LA2_1517265581,420,1,Xayah,BOTTOM,25.13,8,3,8,182,8,22,9,4,2,6,-0.1725155115127563,0.0526379631809139,0,0,1,1,0,1,3,3.0,2.0,2.0,6.0,1.0,1.0,6365.0,113.0,490.0,-8.0,1444.0
LA2_1525394643,440,1,Malphite,TOP,42.5,7,8,20,194,9,53,19,6,4,0,-0.1102703809738159,0.7628958955657844,0,0,0,1,1,1,3,1.0,3.0,3.0,5.0,0.0,1.0,4327.0,66.0,-1194.0,-41.0,-1057.0
LA2_1526605993,440,1,Sejuani,JUNGLE,40.27,5,4,19,18,227,47,9,7,9,0,0.1966637372970581,0.8679992403446136,0,0,0,1,1,1,3,1.0,1.0,6.0,2.0,3.0,2.0,5304.0,94.0,-418.0,-31.0,-1868.0
LA2_1525868376,440,0,Blitzcrank,UTILITY,26.82,1,5,7,19,0,56,25,6,5,0,0.2545260190963745,0.8074463694956293,0,0,0,0,1,0,3,0.0,2.0,6.0,9.0,4.0,3.0,3627.0,16.0,-912.0,-7.0,-1222.0
LA2_1525787647,440,0,Trundle,JUNGLE,28.75,4,4,17,12,157,22,3,2,3,0,-0.2059371471405029,0.7031272255289515,0,0,0,0,1,1,0,1.0,2.0,7.0,2.0,1.0,2.0,5066.0,81.0,-1720.0,-23.0,-723.0
LA2_1522701106,420,1,Trundle,JUNGLE,23.82,3,1,8,31,123,27,6,4,6,4,0.6339645385742188,0.7639282779156226,0,0,0,1,1,1,0,2.0,1.0,4.0,3.0,3.0,3.0,5522.0,81.0,-275.0,-15.0,-713.0
LA2_1518987132,420,0,Trundle,TOP,22.02,2,5,0,165,0,9,6,0,0,4,-0.3335033655166626,0.0,0,0,0,0,0,0,0,0.0,3.0,0.0,4.0,0.0,0.0,4906.0,104.0,-50.0,10.0,-557.0
LA2_1525389432,440,0,Milio,UTILITY,24.03,1,5,3,24,0,44,23,6,1,0,-0.1956430077552795,0.3283448495550101,0,0,1,0,0,1,3,0.0,3.0,2.0,20.0,4.0,0.0,3284.0,21.0,-320.0,2.0,-1252.0
LA2_1525310547,440,1,Vayne,BOTTOM,30.32,3,3,5,159,8,20,9,4,2,0,-0.0408793687820434,0.0399584557910857,0,0,1,0,1,1,3,0.0,1.0,0.0,3.0,0.0,0.0,3736.0,77.0,-1058.0,-36.0,-1317.0
LA2_1526511444,440,0,Thresh,UTILITY,25.07,2,5,7,32,2,63,24,11,5,0,-0.0159803628921508,0.0,0,0,1,0,0,1,1,1.0,2.0,5.0,11.0,5.0,3.0,4231.0,26.0,-414.0,10.0,76.0
LA2_1553721311,420,1,Elise,UTILITY,33.28,12,11,19,28,4,73,30,8,4,0,-0.0423455238342285,0.0440344491401616,0,0,1,0,0,1,3,4.0,6.0,4.0,8.0,1.0,2.0,5013.0,11.0,293.0,-8.0,-553.0
LA2_1552880386,440,0,Smolder,BOTTOM,28.1,2,4,3,219,4,9,8,0,1,0,-0.3025809526443481,0.0,0,0,1,0,1,0,0,0.0,1.0,0.0,5.0,0.0,1.0,4175.0,101.0,-2214.0,-30.0,-1411.0
LA2_1526258979,440,1,Thresh,UTILITY,33.83,2,4,20,37,4,87,38,8,7,0,0.0076043605804443,0.3416838864579117,0,0,1,1,0,1,3,1.0,2.0,0.0,10.0,2.0,1.0,3527.0,29.0,-533.0,0.0,-930.0
LA2_1554136199,420,1,Elise,UTILITY,32.52,8,10,12,45,9,90,38,7,6,0,0.3764224052429199,0.7390888490447494,1,0,0,1,1,1,3,3.0,5.0,5.0,12.0,0.0,3.0,5115.0,15.0,487.0,-12.0,-475.0
LA2_1554249454,420,0,Elise,UTILITY,29.68,3,11,12,39,0,75,29,10,3,1,0.0538045167922973,0.7056371419384458,0,0,1,0,0,0,0,2.0,4.0,3.0,10.0,3.0,1.0,4526.0,23.0,462.0,10.0,732.0
LA2_1526993232,440,0,Blitzcrank,UTILITY,39.2,1,6,23,29,0,118,59,8,8,0,-0.0186268091201782,0.8524144010058363,0,0,0,0,0,0,1,0.0,2.0,6.0,13.0,2.0,2.0,3684.0,19.0,-868.0,-1.0,172.0
LA2_1504920102,440,0,Smolder,BOTTOM,30.05,5,6,5,214,4,13,10,0,1,1,-0.5331193208694458,0.454583092134997,0,0,0,1,0,1,2,3.0,0.0,2.0,4.0,0.0,0.0,5810.0,105.0,-352.0,0.0,-265.0
LA2_1524697074,440,1,Vayne,BOTTOM,37.0,15,6,8,179,24,34,15,8,3,3,0.6857755184173584,0.3431577921934312,0,0,1,1,1,1,1,7.0,3.0,1.0,5.0,2.0,1.0,6214.0,83.0,676.0,-11.0,744.0
LA2_1526969157,440,1,Blitzcrank,UTILITY,29.52,0,4,14,24,0,81,34,8,7,0,0.221510648727417,0.5973453752104985,0,0,1,0,1,1,0,0.0,3.0,4.0,11.0,2.0,2.0,3545.0,18.0,-742.0,-1.0,576.0
LA2_1553704974,420,1,Elise,UTILITY,31.27,3,5,11,37,12,73,25,10,2,1,0.3032914400100708,0.580740058217148,0,0,0,1,1,1,0,2.0,1.0,2.0,9.0,5.0,1.0,4292.0,26.0,953.0,13.0,305.0
LA2_1525897780,440,0,Braum,UTILITY,30.03,1,6,6,40,0,52,16,7,2,0,-0.279376745223999,0.5672539452508395,0,0,0,0,1,0,3,0.0,1.0,2.0,8.0,4.0,1.0,3402.0,29.0,-485.0,5.0,-965.0
LA2_1501015877,440,1,Sejuani,JUNGLE,27.23,5,3,14,6,123,18,6,2,6,0,-0.1228319406509399,0.7717635422019762,0,0,0,1,0,1,3,1.0,3.0,5.0,4.0,1.0,4.0,4652.0,67.0,290.0,-2.0,67.0
LA2_1526968780,440,0,Thresh,UTILITY,29.65,0,4,11,37,0,68,35,4,4,0,0.0849817991256713,0.604645667553554,0,0,1,0,0,0,0,0.0,1.0,5.0,12.0,2.0,2.0,3566.0,30.0,-279.0,10.0,-264.0
LA2_1552619650,440,0,Sejuani,JUNGLE,36.6,13,6,12,38,168,25,3,6,3,0,-0.3840217590332031,0.7796165271437862,0,0,1,1,0,1,3,6.0,2.0,0.0,1.0,2.0,1.0,6366.0,98.0,1123.0,17.0,874.0
LA2_1500452896,440,1,Illaoi,TOP,28.53,11,3,1,201,0,12,9,1,3,3,-0.0416722297668457,0.3997393404139357,0,0,0,1,0,1,5,3.0,3.0,0.0,49.0,0.0,0.0,5830.0,110.0,1080.0,30.0,1073.0
LA2_1553826314,420,1,Elise,UTILITY,27.6,8,5,12,31,0,82,24,11,5,4,0.458804726600647,0.7100814547039749,0,0,1,0,1,1,3,3.0,4.0,6.0,12.0,6.0,4.0,5364.0,18.0,643.0,-6.0,-558.0
LA2_1520899635,420,0,Karma,UTILITY,36.68,1,6,22,50,0,83,29,15,6,0,-0.1109112501144409,0.5943219922859664,0,0,0,1,0,1,3,0.0,1.0,3.0,9.0,6.0,1.0,3491.0,27.0,-77.0,7.0,355.0
LA2_1554183667,420,1,Elise,UTILITY,27.07,2,3,19,35,12,74,29,14,4,0,0.2293444871902465,0.8110784915074888,0,0,1,1,1,1,0,1.0,2.0,7.0,13.0,8.0,3.0,4715.0,22.0,726.0,11.0,-720.0
LA2_1524675426,440,1,Sivir,BOTTOM,24.0,4,2,19,140,0,13,8,1,1,1,0.6718710660934448,0.4884283364513161,0,0,1,1,1,0,0,1.0,1.0,5.0,4.0,0.0,1.0,5003.0,100.0,-548.0,-5.0,297.0
LA2_1526359547,440,1,Thresh,UTILITY,15.93,0,0,13,22,0,32,15,4,3,2,0.7247424125671387,0.4063059083243153,0,0,1,1,1,1,3,0.0,0.0,11.0,14.0,4.0,3.0,4778.0,22.0,225.0,13.0,23.0
LA2_1525575312,440,1,Alistar,UTILITY,38.48,0,7,15,42,0,111,57,11,7,0,0.0422052145004272,0.5486146348095701,0,0,0,1,0,1,3,0.0,2.0,1.0,13.0,2.0,2.0,3324.0,25.0,-342.0,-5.0,-642.0
LA2_1521023763,420,1,Leblanc,MIDDLE,31.58,6,5,6,190,0,23,13,3,6,0,-0.1998814940452575,0.7221494559642679,0,0,0,0,1,0,0,2.0,4.0,0.0,4.0,0.0,2.0,4556.0,73.0,-1317.0,-42.0,-1163.0
LA2_1524291898,420,1,Vayne,BOTTOM,28.77,6,5,0,132,28,29,11,7,3,1,-0.2257674932479858,0.3909710538319729,0,0,0,1,1,1,3,4.0,2.0,0.0,5.0,1.0,1.0,5861.0,85.0,666.0,-32.0,254.0
LA2_1553634652,420,0,DrMundo,TOP,29.32,2,8,5,212,0,16,8,1,0,0,-0.3781011700630188,0.0,0,0,0,1,0,0,1,0.0,3.0,1.0,7.0,0.0,0.0,4788.0,120.0,-553.0,19.0,-4.0
LA2_1504979176,420,0,Trundle,TOP,31.45,6,5,6,193,47,29,13,5,2,8,0.7770733833312988,0.5145899224991854,0,0,0,1,1,1,0,3.0,2.0,1.0,5.0,1.0,0.0,6461.0,96.0,834.0,-11.0,-601.0
LA2_1520019678,420,1,Pantheon,JUNGLE,25.05,12,4,7,14,154,17,4,3,4,2,-0.2892574667930603,0.5270376467346977,0,0,0,1,0,1,2,6.0,4.0,2.0,2.0,2.0,2.0,6662.0,80.0,-150.0,-15.0,-558.0
LA2_1525956620,440,0,Rakan,UTILITY,38.53,0,4,12,22,0,108,54,6,14,1,0.022964596748352,0.7898620851492725,0,0,1,1,1,1,3,0.0,2.0,2.0,12.0,3.0,4.0,3502.0,19.0,-1265.0,4.0,-977.0
LA2_1521003438,420,0,Trundle,JUNGLE,45.83,6,7,14,31,224,43,7,13,7,3,0.2545950412750244,0.8483984011214644,0,0,1,0,0,1,1,3.0,0.0,3.0,2.0,0.0,2.0,5884.0,88.0,1338.0,-3.0,702.0
LA2_1525887567,440,1,Ezreal,BOTTOM,25.08,1,4,9,146,0,6,9,0,2,0,-0.6849327683448792,0.5295709901788893,0,0,1,1,0,1,3,0.0,3.0,2.0,5.0,0.0,1.0,4219.0,85.0,-1198.0,-30.0,-871.0
LA2_1526031475,440,0,Ezreal,BOTTOM,29.23,2,4,2,170,0,14,10,0,2,0,-0.1702607870101928,0.5868951506548648,0,0,0,1,1,1,0,1.0,2.0,2.0,5.0,0.0,1.0,4454.0,87.0,-1303.0,-23.0,-1046.0
LA2_1516755349,420,1,Sivir,BOTTOM,25.45,9,5,6,183,36,29,9,5,2,2,0.883040189743042,0.5795035653215606,1,0,1,1,1,1,3,5.0,3.0,1.0,6.0,1.0,2.0,6180.0,111.0,171.0,-9.0,301.0
LA2_1552848295,440,0,Sejuani,JUNGLE,30.35,3,4,4,11,128,17,2,3,2,0,-0.094817042350769,0.3986125011664167,0,0,1,1,1,1,0,3.0,0.0,2.0,0.0,3.0,0.0,5111.0,69.0,-689.0,-42.0,-2183.0
LA2_1516162115,420,1,Jhin,BOTTOM,23.8,10,1,10,157,4,20,13,0,6,5,0.3869954347610473,0.6697862641823981,1,0,1,1,0,1,3,3.0,0.0,4.0,14.0,0.0,2.0,6280.0,111.0,1649.0,-12.0,194.0
LA2_1524929636,440,1,Vayne,BOTTOM,27.0,11,2,7,138,16,12,9,2,2,1,-0.4697303771972656,0.5126679981348791,0,0,1,0,1,1,1,2.0,2.0,3.0,4.0,2.0,1.0,4729.0,93.0,-1820.0,-16.0,-999.0
LA2_1525555882,440,0,Malphite,TOP,44.85,5,6,14,315,4,36,19,0,4,2,0.2050398588180542,0.7299245650273867,0,0,0,0,0,1,3,2.0,0.0,1.0,4.0,0.0,1.0,5660.0,123.0,821.0,-14.0,377.0
LA2_1508935308,420,1,Trundle,TOP,27.05,6,0,6,212,27,31,9,8,2,5,0.4580801725387573,0.697865566163223,0,0,1,1,0,0,3,1.0,0.0,2.0,6.0,0.0,2.0,5922.0,114.0,1529.0,21.0,1069.0
LA2_1525875011,440,1,Ezreal,BOTTOM,27.85,6,3,12,142,4,14,8,0,1,0,0.4096736907958984,0.3089531356618966,0,0,1,1,1,1,3,0.0,1.0,2.0,4.0,0.0,0.0,4291.0,98.0,-1732.0,-21.0,-655.0
LA2_1553120344,420,1,Thresh,UTILITY,31.77,1,8,20,30,0,72,31,5,5,0,-0.1093543767929077,0.2955830481229423,0,0,0,0,0,0,3,0.0,3.0,2.0,8.0,0.0,1.0,3391.0,21.0,-1726.0,-5.0,-1123.0
LA2_1526643996,440,1,Sejuani,JUNGLE,29.82,1,2,13,9,186,39,8,7,8,0,0.675270676612854,0.7188047227204677,0,0,0,1,0,1,3,0.0,1.0,3.0,3.0,1.0,3.0,4660.0,91.0,-278.0,-9.0,-245.0
LA2_1522692779,420,1,Trundle,JUNGLE,20.83,8,2,3,23,99,14,2,4,2,4,0.2201780080795288,0.6165015669319036,0,0,1,1,1,0,0,2.0,2.0,2.0,1.0,4.0,1.0,5301.0,86.0,-110.0,-13.0,-864.0
LA2_1516747344,420,0,Varus,BOTTOM,31.62,6,10,6,199,4,17,12,1,2,0,0.2353404760360717,0.7127536870320195,0,0,0,0,0,1,0,2.0,4.0,1.0,6.0,1.0,2.0,4873.0,108.0,-1263.0,-18.0,-818.0
LA2_1508913243,420,1,Trundle,TOP,37.33,6,11,4,340,35,28,13,2,2,5,0.0512070655822753,0.730644355972197,0,0,0,1,1,1,0,1.0,6.0,1.0,6.0,0.0,1.0,5603.0,98.0,-1525.0,-28.0,-1455.0
LA2_1526410691,440,0,Sejuani,JUNGLE,33.42,1,6,4,22,167,35,8,12,8,0,0.0917494297027587,0.8261604111722841,0,0,0,0,0,0,2,1.0,1.0,0.0,3.0,3.0,3.0,4681.0,93.0,181.0,-11.0,-496.0
LA2_1525449937,440,1,Thresh,UTILITY,28.85,2,1,19,22,0,77,38,5,6,1,0.5638034343719482,0.8596544444125773,0,0,0,0,1,1,3,0.0,1.0,7.0,16.0,2.0,4.0,3835.0,16.0,342.0,-2.0,-932.0
LA2_1525604517,440,1,Braum,UTILITY,33.97,5,2,18,36,0,85,35,9,5,0,0.138799786567688,0.3525446495174001,1,0,0,1,0,1,3,2.0,1.0,4.0,12.0,1.0,2.0,4586.0,22.0,626.0,-2.0,1019.0
LA2_1552644610,440,0,JarvanIV,JUNGLE,22.05,1,7,8,31,89,14,3,3,3,0,-0.2688514590263366,0.5039143975375228,0,0,1,0,0,0,0,1.0,3.0,2.0,2.0,3.0,2.0,4717.0,89.0,-1642.0,-20.0,-1445.0
